AGENCY,DESCRIPTION,UPLOADED ON,LINK,VALUE
CONSUMER FINANCIAL PROTECTION BUREAU,COMPLIANCE ANALYSIS TOOL LICENSES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0001&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$442,414 "
CONSUMER FINANCIAL PROTECTION BUREAU,CORNERSTONE ONDEMAND,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0011&modNumber=P00001&idvAgencyID=&idvPIID=GS35F0247V&contractType=AWARD,"$458,143 "
CONSUMER FINANCIAL PROTECTION BUREAU,EEO INVESTIGATIONS BPA,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25A0006&modNumber=0&idvAgencyID=&idvPIID=47QREA23D001A&contractType=IDV,"$500,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,CREDIT PRODUCT CONSUMER DIRECT MARKETING,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20C0009&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$503,810 "
CONSUMER FINANCIAL PROTECTION BUREAU,ESCALENT ADVISORY SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0020&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$516,500 "
CONSUMER FINANCIAL PROTECTION BUREAU,CLOUD TRAINING,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22C0004&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$528,570 "
CONSUMER FINANCIAL PROTECTION BUREAU,INSIDE MORTGAGE FINANCE ACCESS FOR 150 LICENSES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024C00003&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$577,500 "
CONSUMER FINANCIAL PROTECTION BUREAU,EZPROTECT SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25C0011&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$626,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,"DATABRICKS ENTERPRISE PLATFORM, DATABRICKS PLATFORM CAPACITY, AND ADDITIONAL SUPPORT.",2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0104&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,"$681,980 "
CONSUMER FINANCIAL PROTECTION BUREAU,ELASTICSEARCH PLATINUM SUBSCRIPTION RENEWAL,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023F00043&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SD28B&contractType=AWARD,"$688,156 "
CONSUMER FINANCIAL PROTECTION BUREAU,CISCO AND NUTANIX HARDWARE AND SOFTWARE,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00038&modNumber=0&idvAgencyID=&idvPIID=NNG15SD23B&contractType=AWARD,"$729,470 "
CONSUMER FINANCIAL PROTECTION BUREAU,ASL/CART SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23A0001&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA22D004R&contractType=IDV,"$750,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,ASL/CART SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23A0002&modNumber=0&idvAgencyID=&idvPIID=GS10F143AA&contractType=IDV,"$750,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,SAS LICENSES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00018&modNumber=P00006&idvAgencyID=&idvPIID=47QTCA18D0081&contractType=AWARD,"$801,580 "
CONSUMER FINANCIAL PROTECTION BUREAU,GOOGLE ANALYTICS AND OPTIMIZATION SOFTWARE AND SUPPORT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21F0042&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD74B&contractType=AWARD,"$867,201 "
CONSUMER FINANCIAL PROTECTION BUREAU,"CONSUMER FINANCIAL PROTECTION BUREAU EXTERNAL CONCRETE REPAIRS, 1700 G ST. NW, WASHINGTON, DC 20522",2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4740&PIID=47PM0224C0002&modNumber=PS0001&idvAgencyID=&idvPIID=&contractType=AWARD,"$948,821 "
CONSUMER FINANCIAL PROTECTION BUREAU,"SERVICES RELATED TO VALIDATING THE EXAMINER COMMISSIONING MULTIPLE-CHOICE TEST, THE IN-PERSON EXAMINER IN CHARGE (EIC) CASE STUDY, AND THE VIRTUAL EXAMINER IN CHA",2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22D0008&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV,"$2,500,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,WESTLAW EDGE LEGAL DATABASE SUBSCRIPTION,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00008&modNumber=P00003&idvAgencyID=&idvPIID=GS02F026DA&contractType=AWARD,"$2,664,855 "
CONSUMER FINANCIAL PROTECTION BUREAU,BLANKET PURCHASE AGREEMENT FOR TRAINING AND TECHNICAL ASSISTANCE,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0001&modNumber=P00002&idvAgencyID=&idvPIID=GS00F010CA&contractType=IDV,"$3,000,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,ACQUISITION SUPPORT SERVICES TO ASSIST CFPB'S OFFICE OF PROCUREMENT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22D0002&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV,"$4,500,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,"DESIGN, DEVELOPMENT, AND HOSTING OF LEARNING MODULES",2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0016&modNumber=0&idvAgencyID=&idvPIID=GS02F0111U&contractType=IDV,"$4,500,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,BPA FOR DATA ANALYTICS,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0021&modNumber=P00003&idvAgencyID=&idvPIID=47QTCA19D00L1&contractType=IDV,"$4,794,039 "
CONSUMER FINANCIAL PROTECTION BUREAU,BARRIER ANALYSIS SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0007&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,"$5,000,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,TRANSLATION AND INTERPRETATION SERVICES BPA,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0001&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D001K&contractType=IDV,"$5,000,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,YOUTH FINANCIAL EDUCATION BPA,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23A0008&modNumber=P00002&idvAgencyID=&idvPIID=GS00F252CA&contractType=IDV,"$5,000,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,"BLANKET PURCHASE AGREEMENT FOR ORGANIZATION DEVELOPMENT, FACILITATION, AND COACHING SUPPORT SERVICES",2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25A0005&modNumber=P00001&idvAgencyID=&idvPIID=GS02F129AA&contractType=IDV,"$7,338,122 "
CONSUMER FINANCIAL PROTECTION BUREAU,BPA FOR DATA ANALYTICS SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0022&modNumber=P00002&idvAgencyID=&idvPIID=47QTCA20D00ES&contractType=IDV,"$8,850,780 "
CONSUMER FINANCIAL PROTECTION BUREAU,COPIER BPA,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=TFSACFPBPA17004&modNumber=7&idvAgencyID=&idvPIID=GS03F0182V&contractType=IDV,"$49,200 "
CONSUMER FINANCIAL PROTECTION BUREAU,LEXISNEXIS DIGITAL LIBRARY SUBSCRIPTION,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023F00042&modNumber=P00003&idvAgencyID=&idvPIID=03310319D0028&contractType=AWARD,"$519,725 "
CONSUMER FINANCIAL PROTECTION BUREAU,TENABLE LICENSES AND SCANNER,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20F0071&modNumber=P00005&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,"$833,864 "
CONSUMER FINANCIAL PROTECTION BUREAU,IT DEVICE DESTRUCTION,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00057&modNumber=P00001&idvAgencyID=&idvPIID=GS03F0096U&contractType=AWARD,"$39,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,TESTIFYING EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22C0026&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$35,800 "
CONSUMER FINANCIAL PROTECTION BUREAU,PURCHASE ORDER FOR BUSINESS TRAVEL ACCIDENT INSURANCE,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25P0015&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$34,500 "
CONSUMER FINANCIAL PROTECTION BUREAU,COPIER LEASE,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0034&modNumber=P00001&idvAgencyID=&idvPIID=9531CB22A0011&contractType=AWARD,"$55,980 "
CONSUMER FINANCIAL PROTECTION BUREAU,TESTING EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0007&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$35,750 "
CONSUMER FINANCIAL PROTECTION BUREAU,FY2021 PURCHASE OF LARGE COPIER CONTRACT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00048&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SD68B&contractType=AWARD,"$268,145 "
CONSUMER FINANCIAL PROTECTION BUREAU,LARGE COPIER LEASE,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0055&modNumber=P00003&idvAgencyID=&idvPIID=9531CB22A0011&contractType=AWARD,"$93,300 "
CONSUMER FINANCIAL PROTECTION BUREAU,CRIBL - LOG ROUTING & VOLUME MANAGEMENT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0051&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SC73B&contractType=AWARD,"$277,679 "
CONSUMER FINANCIAL PROTECTION BUREAU,TESTIFYING EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22C0015&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$38,375 "
CONSUMER FINANCIAL PROTECTION BUREAU,SAFECONSOLE LICENSES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0026&modNumber=0&idvAgencyID=&idvPIID=NNG15SD74B&contractType=AWARD,"$67,168 "
CONSUMER FINANCIAL PROTECTION BUREAU,PERSONAL ASSISTANT SERVICES CONTRACT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22C0014&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$29,447 "
CONSUMER FINANCIAL PROTECTION BUREAU,ACCESS TO WILEY PUBLICATION JOURNALS,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021C00001&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,"$80,383 "
CONSUMER FINANCIAL PROTECTION BUREAU,EXPERT FOR CFPB,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0009&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$69,800 "
CONSUMER FINANCIAL PROTECTION BUREAU,VIRTUAL (ONLINE) RESEARCH SUPPORT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22C0001&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,"$329,983 "
CONSUMER FINANCIAL PROTECTION BUREAU,TESTIFYING EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22C0010&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$46,800 "
CONSUMER FINANCIAL PROTECTION BUREAU,CFPB EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0025&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$358,862 "
CONSUMER FINANCIAL PROTECTION BUREAU,CFPB EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24C0006&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$48,700 "
CONSUMER FINANCIAL PROTECTION BUREAU,CFPB EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0028&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$86,750 "
CONSUMER FINANCIAL PROTECTION BUREAU,FY2024 GENERAL OFFICE SUPPLIES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024P00004&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$35,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,CFPB EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24C0003&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$54,375 "
CONSUMER FINANCIAL PROTECTION BUREAU,SMALL COPIER LEASE,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0080&modNumber=P00003&idvAgencyID=&idvPIID=9531CB22A0011&contractType=AWARD,"$329,760 "
CONSUMER FINANCIAL PROTECTION BUREAU,ATTORNEY SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0041&modNumber=P00001&idvAgencyID=&idvPIID=9531CB21D0008&contractType=AWARD,"$383,566 "
CONSUMER FINANCIAL PROTECTION BUREAU,"FURNITURE, FIXTURE & EQUIPMENT - NEW CALL ISSUED TO REPLACE BPA 9531CB24F0039 TO ACKNOWLEDGE NOVATION OF GSA CONTRACT GS-28F-016CA FROM COFCO TO HENRICKSEN DC LLC",2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0005&modNumber=P00001&idvAgencyID=&idvPIID=9531CB25A0004&contractType=AWARD,"$36,705 "
CONSUMER FINANCIAL PROTECTION BUREAU,EEO INVESTIGATIONS BPA CALL,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0017&modNumber=0&idvAgencyID=&idvPIID=9531CB25A0006&contractType=AWARD,"$40,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,"COPIER LEASE - WASHINGTON, DC",2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0069&modNumber=P00001&idvAgencyID=&idvPIID=9531CB22A0011&contractType=AWARD,"$391,860 "
CONSUMER FINANCIAL PROTECTION BUREAU,2024 CRA & FAIR LENDING COLLOQUIUM,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25P0007&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$51,502 "
CONSUMER FINANCIAL PROTECTION BUREAU,PARALEGAL CONTRACTOR SERVICES FOR THE OFFICE OF ENFORCEMENT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0072&modNumber=P00004&idvAgencyID=&idvPIID=9531CB21D0004&contractType=AWARD,"$480,151 "
CONSUMER FINANCIAL PROTECTION BUREAU,LEGAL SUPPORT SERVICES - ATTORNEY SERVICES - LEGAL DOCUMENT REVIEW,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0032&modNumber=0&idvAgencyID=&idvPIID=9531CB21D0008&contractType=AWARD,"$361,601 "
CONSUMER FINANCIAL PROTECTION BUREAU,PRIVACY SUPPORT SERVICES BPA CALL #1,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0036&modNumber=P00001&idvAgencyID=&idvPIID=9531CB24A0004&contractType=AWARD,"$519,905 "
CONSUMER FINANCIAL PROTECTION BUREAU,CFPB EXPERT WITNESS,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24C0018&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$65,676 "
CONSUMER FINANCIAL PROTECTION BUREAU,NEW EXPERT CONTRACT - PAYMENTS EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0015&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$360,388 "
CONSUMER FINANCIAL PROTECTION BUREAU,BREACH NOTIFICATION SERVICES FOR CFPB,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0052&modNumber=P00002&idvAgencyID=&idvPIID=9531CB22D0006&contractType=AWARD,"$340,554 "
CONSUMER FINANCIAL PROTECTION BUREAU,PERSONAL LOAN DATA,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24C0020&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$312,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,CFPB EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24C0016&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$64,110 "
CONSUMER FINANCIAL PROTECTION BUREAU,BPA CALL FOR ORGANIZATION DEVELOPMENT SERVICES FOR THE OFFICE OF TECHNOLOGY AND INNOVATION.,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0061&modNumber=0&idvAgencyID=&idvPIID=9531CB21A0011&contractType=AWARD,"$84,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,"BPA CALL FOR EEO COUNSELING SERVICES STARTING FEBRUARY 24, 2024",2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0022&modNumber=P00002&idvAgencyID=&idvPIID=9531CB22A0012&contractType=AWARD,"$77,393 "
CONSUMER FINANCIAL PROTECTION BUREAU,CONTRACT CLOSEOUT SUPPORT SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25C0001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$606,864 "
CONSUMER FINANCIAL PROTECTION BUREAU,CFPB EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0029&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$90,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,SOCIAL PSYCHOLOGY AND SURVEY AND COPY TESTING EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0011&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$361,500 "
CONSUMER FINANCIAL PROTECTION BUREAU,EXPERT CONTRACT - RM - RJ,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25C0002&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$79,800 "
CONSUMER FINANCIAL PROTECTION BUREAU,TESTIFYING EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0004&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$90,900 "
CONSUMER FINANCIAL PROTECTION BUREAU,ADMINISTRATIVE SUPPORT SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0037&modNumber=P00003&idvAgencyID=&idvPIID=9531CB22D0002&contractType=AWARD,"$326,318 "
CONSUMER FINANCIAL PROTECTION BUREAU,LEXISNEXIS LAW 360 SUBSCRIPTION RENEWAL,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023F00045&modNumber=P00006&idvAgencyID=&idvPIID=03310319D0028&contractType=AWARD,"$266,418 "
CONSUMER FINANCIAL PROTECTION BUREAU,HOUSE PRICE INDEX DATA SUBSCRIPTION,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20C0015&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$435,000 "
CONSUMER FINANCIAL PROTECTION BUREAU,TALENT MANAGEMENT TRAINING & LOGISTICS SUPPORT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0035&modNumber=P00001&idvAgencyID=&idvPIID=GS10F178BA&contractType=AWARD,"$400,275 "
CONSUMER FINANCIAL PROTECTION BUREAU,FCRA TOOL ENHANCEMENTS LOGICAL FOLLOW-ON,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0055&modNumber=P00001&idvAgencyID=&idvPIID=GS00F103DA&contractType=AWARD,"$391,193 "
CONSUMER FINANCIAL PROTECTION BUREAU,OFFICE OF HUMAN CAPITAL ANALYTIC SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0095&modNumber=P00002&idvAgencyID=&idvPIID=GS10F0199Y&contractType=AWARD,"$259,573 "
CONSUMER FINANCIAL PROTECTION BUREAU,WESTKM RESEARCH TOOL,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0031&modNumber=P00001&idvAgencyID=&idvPIID=03310323D0027&contractType=AWARD,"$292,820 "
CONSUMER FINANCIAL PROTECTION BUREAU,ACQUISITION DATA ANALYST SUPPORT SERVICES FOR THE OFFICE OF PROCUREMENT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0002&modNumber=0&idvAgencyID=&idvPIID=9531CB22D0002&contractType=AWARD,"$533,445 "
CONSUMER FINANCIAL PROTECTION BUREAU,INFORMATION SERVICES TESTIFYING EXPERT AND SERVICES PROVIDER,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22C0018&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$483,200 "
CONSUMER FINANCIAL PROTECTION BUREAU,EXHIBIT SHARING APPLICATION,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0017&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$402,358 "
CONSUMER FINANCIAL PROTECTION BUREAU,ATTORNEY SUPPORT SERVICES - OFFICE OF ENFORCEMENT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0056&modNumber=P00004&idvAgencyID=&idvPIID=9531CB21D0007&contractType=AWARD,"$960,426 "
CONSUMER FINANCIAL PROTECTION BUREAU,SHAREPOINT INTRANET SUPPORT SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0010&modNumber=0&idvAgencyID=&idvPIID=47QTCB21D0090&contractType=AWARD,"$529,620 "
CONSUMER FINANCIAL PROTECTION BUREAU,ASL/CART SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0015&modNumber=P00003&idvAgencyID=&idvPIID=9531CB23A0001&contractType=AWARD,"$449,145 "
CONSUMER FINANCIAL PROTECTION BUREAU,JURY SELECTION EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22C0006&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$255,800 "
CONSUMER FINANCIAL PROTECTION BUREAU,STATISTICIAN AND ECONOMIC EXPERT,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21C0030&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$297,300 "
CONSUMER FINANCIAL PROTECTION BUREAU,QUALITATIVE TESTING SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0061&modNumber=P00010&idvAgencyID=&idvPIID=GS00F348CA&contractType=AWARD,"$3,212,697 "
CONSUMER FINANCIAL PROTECTION BUREAU,ASK CFPB PROJECT MANAGEMENT SERVICES,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22C0027&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,"$889,594 "
CONSUMER FINANCIAL PROTECTION BUREAU,ELDER FRAUD PREVENTION AND RESPONSE NETWORKS,2/14/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0073&modNumber=0&idvAgencyID=&idvPIID=GS00F010CA&contractType=AWARD,"$697,239 "
